,Description,Processor,RAM,Operating System,Storage,Display,Warranty,Price,ram_in_gb,ddr_version,processor_name,gen_type,OS,disk_drive,size_in_inches,touchscreen,company,graphic_card,SSD,HDD
72,Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,38.1 cm (15 inch) Display,1 Year Onsite Warranty,7278180.0,8,4,AMD,0,Windows,SSD,15.0,No,Infinix,No,1000,0
73,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,11646180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,No,256,0
74,HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-eg2091TU Thin and Light Laptop,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,12374180.0,16,4,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
75,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i5 Processor (13th Gen),4 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,3092180.0,4,4,Intel,10,Windows,SSD,15.6,No,Primebook,No,512,0
76,ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK521WS Thin and ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Carry-in Warranty,10372180.0,8,4,Intel,10,Windows,SSD,11.6,No,Asus,No,512,0
77,HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1005AU Thin and Light La...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Limited Warranty,10373818.0,16,4,AMD,0,Windows,SSD,14.0,No,HP,No,1000,0
78,HP Ryzen 3 Quad Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Business Laptop,AMD Ryzen 9 Octa Core Processor (5th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,5640180.0,8,4,AMD,5,Windows,SSD,14.0,No,HP,No,512,0
79,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,Intel Core i7 Processor (11th Gen),4 GB DDR4 RAM,Prime OS Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,3456180.0,4,4,Intel,10,Windows,Both,15.6,No,Primebook,No,256,1000
80,ASUS TUF Gaming A15 (2022) Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NV...,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year On-Site Warranty,15468180.0,16,5,Intel,10,Windows,SSD,11.6,No,Asus,Yes,512,0
81,Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-In Warranty Term,4366180.0,8,4,Intel,10,Windows,SSD,15.6,No,Infinix,No,1000,0
82,HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year On-Site & Carry-In Warranty,7278180.0,8,4,AMD,0,Windows,SSD,15.6,No,HP,No,512,0
83,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10008180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,No,1000,0
84,MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-030IN Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,7824180.0,8,4,Intel,10,Windows,SSD,15.6,No,MSI,No,512,0
85,APPLE 2023 MacBook Pro M2 Max - (32 GB/1 TB SSD/macOS Ventura) MNWE3HN/A,AMD Ryzen 5 Hexa Core Processor,32 GB RAM,Mac OS Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,58693180.0,32,3,AMD,0,Mac,SSD,14.0,No,Apple,No,512,0
86,MSI Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-436IN Thin and Light Laptop,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,2 Year On-Site & Carry-In Warranty,10918180.0,16,4,Intel,10,Windows,SSD,16.0,No,MSI,No,512,0
87,MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,12192180.0,16,4,Intel,10,Windows,SSD,14.0,No,MSI,Yes,512,0
88,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,11646180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,No,512,0
89,MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),20018180.0,16,4,Intel,10,Windows,SSD,15.6,No,MSI,No,512,0
90,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,12374180.0,8,4,Intel,10,Windows,SSD,15.6,No,MSI,Yes,256,0
91,MSI Katana 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050...,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,17652180.0,16,5,Intel,10,Windows,SSD,15.6,No,MSI,Yes,512,0
92,HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/14...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,11445980.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,Yes,512,0
93,ASUS Vivobook Pro 15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,12010180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,Yes,512,0
94,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10918180.0,16,4,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
95,MSI Katana 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 305...,Intel Core i5 Processor (11th Gen),8 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,14376180.0,8,5,Intel,10,Windows,SSD,14.0,No,MSI,Yes,512,0
96,HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light La...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10736180.0,16,4,Intel,10,Windows,SSD,15.6,No,HP,No,1000,0
97,MSI Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 T...,Intel Celeron Quad Core Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),12738180.0,16,4,Intel,10,Windows,SSD,15.6,No,MSI,Yes,512,0
98,Acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX 215-54 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,6279000.0,8,4,AMD,0,Windows,SSD,15.6,No,Acer,No,512,0
99,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),4 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Years Carry in Warranty,3092180.0,4,4,Intel,10,Windows,SSD,15.6,No,Primebook,No,512,0
100,MSI Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 T...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,11828180.0,16,4,Intel,10,Windows,SSD,11.6,No,MSI,Yes,512,0
101,MSI Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,7278180.0,8,4,Intel,10,Windows,SSD,15.6,No,MSI,No,512,0
102,MSI Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) Thin G...,Intel Core i3 Processor (10th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,17288180.0,16,4,Intel,10,Windows,SSD,14.0,No,MSI,Yes,512,0
103,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10008180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
104,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15IAU7 Thin...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,7278180.0,8,4,AMD,0,Windows,SSD,15.6,No,Lenovo,No,512,0
105,HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,100.63 cm (39.62 cm) Display,1 Year Carry-in Warranty,15469818.0,16,4,AMD,0,Windows,SSD,15.5,No,HP,No,256,0
106,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | ...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,7096180.0,8,4,Intel,10,Windows,SSD,14.0,No,Lenovo,No,256,0
107,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,9553180.0,8,4,AMD,0,Windows,SSD,15.6,No,HP,No,512,0
108,Acer Aspire Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Notebook,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,6914180.0,8,4,Intel,10,Windows,SSD,15.6,No,Acer,No,512,0
109,Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,4821180.0,8,4,AMD,0,Windows,SSD,15.6,No,Infinix,No,512,0
110,Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,19108180.0,16,4,Intel,10,Windows,SSD,15.6,No,Lenovo,Yes,256,0
111,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,100.63 cm (39.62 cm) Display,1 Year Onsite Warranty,10918180.0,16,4,Intel,10,Windows,SSD,15.5,No,HP,No,512,0
112,realme Book Prime Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,8370180.0,8,4,Intel,10,Windows,SSD,14.0,No,Realmebook,No,512,0
113,ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402Z...,Intel Celeron Quad Core Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,13648180.0,16,4,Intel,10,Windows,SSD,14.0,No,Asus,No,512,0
114,Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,Intel Core i9 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year International Travelers Warranty (ITW),5094180.0,8,4,Intel,10,Windows,SSD,14.0,No,Infinix,No,512,0
115,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,3456180.0,4,4,Intel,10,Windows,SSD,15.6,No,Primebook,No,512,0
116,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,Mac OS Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,2 Year On-Site & Carry-In Warranty,14558180.0,8,4,AMD,0,Mac,SSD,11.6,No,Apple,No,512,0
117,Lenovo IdeaPad 3 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,7278180.0,8,4,AMD,0,Windows,SSD,13.3,No,Lenovo,No,256,0
118,MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,2 TB SSD,90.32 cm (35.56 cm) Display,1 Year Onsite Warranty,7824180.0,8,4,AMD,0,Windows,SSD,0.0,No,MSI,No,2000,0
119,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,8003450.0,8,4,Intel,10,Windows,SSD,14.0,No,Lenovo,No,512,0
120,Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and Light ...,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,5094180.0,8,4,Intel,10,Windows,SSD,15.6,No,Infinix,No,1000,0
121,MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,7824180.0,8,4,AMD,0,Windows,SSD,15.6,No,MSI,No,512,0
122,ASUS Vivobook 14 (2023) Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin and ...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,8370180.0,8,4,AMD,0,Windows,SSD,14.0,No,Asus,No,1000,0
123,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,3092180.0,4,4,Intel,10,Windows,SSD,14.0,No,Primebook,No,512,0
124,HP Victus Gaming Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year International Travelers Warranty,10736180.0,16,4,Intel,10,Windows,SSD,11.6,No,HP,Yes,512,0
125,SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN...,Intel Core i3 Processor (12th Gen),4 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,6004180.0,4,4,Intel,10,Windows,SSD,15.6,No,Samsung,No,512,0
126,HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 1...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,10645180.0,8,4,AMD,0,Windows,SSD,14.0,No,HP,Yes,512,0
127,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,1 Year Onsite Warranty,10008180.0,8,4,Intel,10,Windows,SSD,16.1,No,HP,No,512,0
128,Acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Year Carry-in Warranty,10554180.0,8,4,AMD,0,Windows,SSD,15.6,No,Acer,Yes,512,0
129,Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL30 Thin and...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,4366180.0,8,4,Intel,10,Windows,SSD,15.6,No,Infinix,No,512,0
130,MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,AMD Ryzen 5 Quad Core Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,54598180.0,32,5,AMD,0,Windows,SSD,15.6,No,MSI,Yes,512,0
131,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,9553180.0,8,4,AMD,0,Windows,SSD,17.3,No,HP,No,1000,0
132,HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2047AU Thin an...,Intel Core i7 Processor (11th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,14285180.0,16,5,Intel,10,Windows,SSD,15.6,No,HP,No,1000,0
133,ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) M1605YA-MB541WS L...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,10918180.0,16,4,Intel,10,Windows,SSD,13.3,No,Asus,No,512,0
134,ASUS ROG Strix G17 with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB ...,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,2 Year Carry-in Warranty,38400180.0,16,5,Intel,10,Windows,SSD,16.0,No,Asus,No,512,0
135,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,Intel Core i3 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,10918180.0,16,4,Intel,10,Windows,SSD,17.3,No,HP,No,256,0
136,ASUS Vivobook Pro 16 OLED (2023) with 96WHr Battery Intel H-Series Core i5 13th Gen - (16 GB/512 GB SS...,Intel Core i5 Processor (11th Gen),16 GB DDR5 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,2 Year Carry-In Warranty Term,22748180.0,16,5,Intel,10,Windows,Both,14.0,No,Asus,No,256,1000
137,HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Limited Warranty,10008180.0,8,4,Intel,10,Windows,SSD,16.0,No,HP,Yes,512,0
138,Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23 Notebook,Intel Core i5 Processor (12th Gen),5 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,7278180.0,2,3,Intel,10,Windows,SSD,15.6,No,Acer,No,512,0
139,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,Intel Core i3 Processor,8 GB DDR5 RAM,Prime OS Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,3456180.0,8,5,Intel,0,Windows,SSD,15.6,No,Primebook,No,1000,0
140,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,10171980.0,4,4,Intel,10,Windows,SSD,11.6,No,Dell,No,256,0
141,HP Pavillion x360 convertible Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU ...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty,13466180.0,8,4,AMD,0,Windows,SSD,15.6,No,HP,No,512,0
142,Lenovo IdeaPad 3 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,7278180.0,16,4,AMD,0,Windows,SSD,14.0,Yes,Lenovo,No,512,0
143,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,8003450.0,8,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,512,0
